location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Hungary,2021-02-26,80,,34.6,10.24
Hungary,2021-03-05,18,24,2.35,1.67
Hungary,2021-03-05,25,49,4.24,2.72
Hungary,2021-03-05,50,59,11.54,4.41
Hungary,2021-03-05,60,69,17.49,2.91
Hungary,2021-03-05,70,79,33.6,3.18
Hungary,2021-03-05,80,,44.2,18.34
Hungary,2021-03-12,18,24,2.92,1.91
Hungary,2021-03-12,25,49,5.83,3.0
Hungary,2021-03-12,50,59,15.65,5.82
Hungary,2021-03-12,60,69,25.02,3.97
Hungary,2021-03-12,70,79,45.54,5.36
Hungary,2021-03-12,80,,51.26,24.04
Hungary,2021-03-19,18,24,3.43,1.97
Hungary,2021-03-19,25,49,6.71,3.26
Hungary,2021-03-19,50,59,17.01,7.3
Hungary,2021-03-19,60,69,32.06,4.56
Hungary,2021-03-19,70,79,55.34,7.7
Hungary,2021-03-19,80,,56.5,29.31
Hungary,2021-03-26,18,24,3.9,2.06
Hungary,2021-03-26,25,49,7.81,3.73
Hungary,2021-03-26,50,59,19.29,9.51
Hungary,2021-03-26,60,69,43.96,9.46
Hungary,2021-03-26,70,79,65.66,16.59
Hungary,2021-03-26,80,,60.43,33.81
Hungary,2021-04-02,18,24,4.98,2.11
Hungary,2021-04-02,25,49,11.7,3.99
Hungary,2021-04-02,50,59,28.51,10.14
Hungary,2021-04-02,60,69,53.42,15.75
Hungary,2021-04-02,70,79,71.69,28.17
Hungary,2021-04-02,80,,63.61,38.75
Hungary,2021-04-09,18,24,8.0,2.49
Hungary,2021-04-09,25,49,19.73,4.64
Hungary,2021-04-09,50,59,40.09,11.26
Hungary,2021-04-09,60,69,58.6,24.29
Hungary,2021-04-09,70,79,74.0,41.48
Hungary,2021-04-09,80,,65.09,46.17
Hungary,2021-04-16,18,24,10.77,2.81
Hungary,2021-04-16,25,49,25.28,5.64
Hungary,2021-04-16,50,59,45.4,12.6
Hungary,2021-04-16,60,69,62.56,29.5
Hungary,2021-04-16,70,79,76.55,45.78
Hungary,2021-04-16,80,,67.12,48.71
Hungary,2021-04-23,18,24,13.2,3.35
Hungary,2021-04-23,25,49,30.19,7.22
Hungary,2021-04-23,50,59,50.58,17.43
Hungary,2021-04-23,60,69,66.36,34.9
Hungary,2021-04-23,70,79,79.08,52.91
Hungary,2021-04-23,80,,69.2,53.07
Hungary,2021-04-30,18,24,22.6,4.83
Hungary,2021-04-30,25,49,38.5,11.19
Hungary,2021-04-30,50,59,55.15,24.23
Hungary,2021-04-30,60,69,68.63,42.5
Hungary,2021-04-30,70,79,80.37,60.33
Hungary,2021-04-30,80,,70.38,56.39
Hungary,2021-05-07,18,24,26.7,6.98
Hungary,2021-05-07,25,49,42.41,16.48
Hungary,2021-05-07,50,59,57.58,30.55
Hungary,2021-05-07,60,69,69.75,49.13
Hungary,2021-05-07,70,79,81.07,65.21
Hungary,2021-05-07,80,,71.01,58.99
Hungary,2021-05-14,18,24,31.23,8.39
Hungary,2021-05-14,25,49,46.62,19.56
Hungary,2021-05-14,50,59,60.45,34.28
Hungary,2021-05-14,60,69,71.4,51.8
Hungary,2021-05-14,70,79,82.11,67.09
Hungary,2021-05-14,80,,71.89,60.19
Hungary,2021-05-21,18,24,38.48,10.57
Hungary,2021-05-21,25,49,52.48,23.1
Hungary,2021-05-21,50,59,64.28,38.5
Hungary,2021-05-21,60,69,73.63,55.88
Hungary,2021-05-21,70,79,83.51,70.14
Hungary,2021-05-21,80,,72.91,62.63
Hungary,2021-05-28,18,24,40.68,18.68
Hungary,2021-05-28,25,49,54.28,32.43
Hungary,2021-05-28,50,59,65.64,46.5
Hungary,2021-05-28,60,69,74.44,60.8
Hungary,2021-05-28,70,79,84.01,73.37
Hungary,2021-05-28,80,,73.34,65.27
Hungary,2021-06-04,18,24,42.78,24.4
Hungary,2021-06-04,25,49,55.96,37.77
Hungary,2021-06-04,50,59,66.93,51.85
Hungary,2021-06-04,60,69,75.22,64.05
Hungary,2021-06-04,70,79,84.51,76.49
Hungary,2021-06-04,80,,73.73,67.54
Hungary,2021-06-11,18,24,44.26,27.07
Hungary,2021-06-11,25,49,57.12,40.68
Hungary,2021-06-11,50,59,67.85,54.56
Hungary,2021-06-11,60,69,75.78,66.37
Hungary,2021-06-11,70,79,84.89,78.4
Hungary,2021-06-11,80,,74.03,68.94
Hungary,2021-06-18,18,24,45.27,30.08
Hungary,2021-06-18,25,49,57.87,43.69
Hungary,2021-06-18,50,59,68.43,57.17
Hungary,2021-06-18,60,69,76.09,68.88
Hungary,2021-06-18,70,79,85.09,80.18
Hungary,2021-06-18,80,,74.21,70.01
Hungary,2021-06-25,18,24,46.02,36.14
Hungary,2021-06-25,25,49,58.4,48.95
Hungary,2021-06-25,50,59,68.82,60.93
Hungary,2021-06-25,60,69,76.32,71.33
Hungary,2021-06-25,70,79,85.25,81.65
Hungary,2021-06-25,80,,74.33,71.01
Hungary,2021-07-02,18,24,46.49,38.39
Hungary,2021-07-02,25,49,58.76,51.84
Hungary,2021-07-02,50,59,69.08,63.91
Hungary,2021-07-02,60,69,76.49,72.67
Hungary,2021-07-02,70,79,85.35,82.36
Hungary,2021-07-02,80,,74.42,71.56
Hungary,2021-07-09,18,24,46.83,40.4
Hungary,2021-07-09,25,49,59.09,53.76
Hungary,2021-07-09,50,59,69.35,65.51
Hungary,2021-07-09,60,69,76.66,73.61
Hungary,2021-07-09,70,79,85.46,82.96
Hungary,2021-07-09,80,,74.49,72.04
Hungary,2021-07-16,18,24,47.14,42.02
Hungary,2021-07-16,25,49,59.41,55.21
Hungary,2021-07-16,50,59,69.65,66.65
Hungary,2021-07-16,60,69,76.85,74.29
Hungary,2021-07-16,70,79,85.56,83.41
Hungary,2021-07-16,80,,74.59,72.37
Hungary,2021-07-23,18,24,47.4,43.0
Hungary,2021-07-23,25,49,59.7,56.04
Hungary,2021-07-23,50,59,69.95,67.3
Hungary,2021-07-23,60,69,77.03,74.69
Hungary,2021-07-23,70,79,85.67,83.67
Hungary,2021-07-23,80,,74.67,72.56
Hungary,2021-07-30,18,24,47.7,44.03
Hungary,2021-07-30,25,49,60.02,56.92
Hungary,2021-07-30,50,59,70.25,67.84
Hungary,2021-07-30,60,69,77.19,74.96
Hungary,2021-07-30,70,79,85.76,83.83
Hungary,2021-07-30,80,,74.75,72.67
Hungary,2021-08-06,18,24,47.97,44.39
Hungary,2021-08-06,25,49,60.29,57.27
Hungary,2021-08-06,50,59,70.5,68.14
Hungary,2021-08-06,60,69,77.33,75.15
Hungary,2021-08-06,70,79,85.85,83.95
Hungary,2021-08-06,80,,74.84,72.77
Hungary,2021-08-13,18,24,48.26,44.71
Hungary,2021-08-13,25,49,60.6,57.59
Hungary,2021-08-13,50,59,70.82,68.43
Hungary,2021-08-13,60,69,77.52,75.34
Hungary,2021-08-13,70,79,85.99,84.09
Hungary,2021-08-13,80,,75.0,72.91
