date,vaccine,total_vaccinations,location
2021-04-05,Pfizer/BioNTech,50739.0,Iceland
2021-04-06,Pfizer/BioNTech,50739.0,Iceland
2021-04-07,Pfizer/BioNTech,55031.0,Iceland
2021-04-08,Pfizer/BioNTech,57369.0,Iceland
2021-04-09,Pfizer/BioNTech,57865.0,Iceland
2021-04-10,Pfizer/BioNTech,57884.0,Iceland
2021-04-11,Pfizer/BioNTech,57885.0,Iceland
2021-04-12,Pfizer/BioNTech,57886.0,Iceland
2021-04-13,Pfizer/BioNTech,64070.0,Iceland
2021-04-14,Pfizer/BioNTech,65549.0,Iceland
2021-04-15,Pfizer/BioNTech,66711.0,Iceland
2021-04-16,Pfizer/BioNTech,67542.0,Iceland
2021-04-17,Pfizer/BioNTech,67891.0,Iceland
2021-04-18,Pfizer/BioNTech,68210.0,Iceland
2021-04-19,Pfizer/BioNTech,68670.0,Iceland
2021-04-20,Pfizer/BioNTech,75368.0,Iceland
2021-04-21,Pfizer/BioNTech,77029.0,Iceland
2021-04-22,Pfizer/BioNTech,77030.0,Iceland
2021-04-23,Pfizer/BioNTech,77476.0,Iceland
2021-04-24,Pfizer/BioNTech,77476.0,Iceland
2021-04-25,Pfizer/BioNTech,77476.0,Iceland
2021-04-26,Pfizer/BioNTech,77476.0,Iceland
2021-04-27,Pfizer/BioNTech,84863.0,Iceland
2021-04-28,Pfizer/BioNTech,86370.0,Iceland
2021-04-29,Pfizer/BioNTech,87982.0,Iceland
2021-04-30,Pfizer/BioNTech,88067.0,Iceland
2021-05-01,Pfizer/BioNTech,88256.0,Iceland
2021-05-02,Pfizer/BioNTech,88256.0,Iceland
2021-05-03,Pfizer/BioNTech,88260.0,Iceland
2021-05-04,Pfizer/BioNTech,99224.0,Iceland
2021-05-05,Pfizer/BioNTech,102168.0,Iceland
2021-05-06,Pfizer/BioNTech,104373.0,Iceland
2021-05-07,Pfizer/BioNTech,104404.0,Iceland
2021-05-08,Pfizer/BioNTech,104404.0,Iceland
2021-05-09,Pfizer/BioNTech,104404.0,Iceland
2021-05-10,Pfizer/BioNTech,104430.0,Iceland
2021-05-11,Pfizer/BioNTech,114470.0,Iceland
2021-05-12,Pfizer/BioNTech,117260.0,Iceland
2021-05-13,Pfizer/BioNTech,117260.0,Iceland
2021-05-14,Pfizer/BioNTech,117828.0,Iceland
2021-05-15,Pfizer/BioNTech,117828.0,Iceland
2021-05-16,Pfizer/BioNTech,117828.0,Iceland
2021-05-17,Pfizer/BioNTech,117828.0,Iceland
2021-05-18,Pfizer/BioNTech,125572.0,Iceland
2021-05-19,Pfizer/BioNTech,128480.0,Iceland
2021-05-20,Pfizer/BioNTech,130968.0,Iceland
2021-05-21,Pfizer/BioNTech,131328.0,Iceland
2021-05-22,Pfizer/BioNTech,131328.0,Iceland
2021-05-23,Pfizer/BioNTech,131328.0,Iceland
2021-05-24,Pfizer/BioNTech,131328.0,Iceland
2020-12-29,Moderna,0.0,Iceland
2020-12-30,Moderna,0.0,Iceland
2020-12-31,Moderna,0.0,Iceland
2021-01-01,Moderna,0.0,Iceland
2021-01-02,Moderna,0.0,Iceland
2021-01-03,Moderna,0.0,Iceland
2021-01-04,Moderna,0.0,Iceland
2021-01-05,Moderna,0.0,Iceland
2021-01-06,Moderna,0.0,Iceland
2021-01-07,Moderna,0.0,Iceland
2021-01-08,Moderna,0.0,Iceland
2021-01-09,Moderna,0.0,Iceland
2021-01-10,Moderna,0.0,Iceland
2021-01-11,Moderna,0.0,Iceland
2021-01-12,Moderna,0.0,Iceland
2021-01-13,Moderna,501.0,Iceland
2021-01-14,Moderna,843.0,Iceland
2021-01-15,Moderna,1262.0,Iceland
2021-01-16,Moderna,1262.0,Iceland
2021-01-17,Moderna,1262.0,Iceland
2021-01-18,Moderna,1263.0,Iceland
2021-01-19,Moderna,1263.0,Iceland
2021-01-20,Moderna,1263.0,Iceland
2021-01-21,Moderna,1263.0,Iceland
2021-01-22,Moderna,1263.0,Iceland
2021-01-23,Moderna,1263.0,Iceland
2021-01-24,Moderna,1263.0,Iceland
2021-01-25,Moderna,1263.0,Iceland
2021-01-26,Moderna,1263.0,Iceland
2021-01-27,Moderna,1263.0,Iceland
2021-01-28,Moderna,1263.0,Iceland
2021-01-29,Moderna,1263.0,Iceland
2021-01-30,Moderna,1263.0,Iceland
2021-01-31,Moderna,1263.0,Iceland
2021-02-01,Moderna,1263.0,Iceland
2021-02-02,Moderna,1264.0,Iceland
2021-02-03,Moderna,1264.0,Iceland
2021-02-04,Moderna,1264.0,Iceland
2021-02-05,Moderna,1264.0,Iceland
2021-02-06,Moderna,1264.0,Iceland
2021-02-07,Moderna,1264.0,Iceland
2021-02-08,Moderna,1264.0,Iceland
2021-02-09,Moderna,1264.0,Iceland
2021-02-10,Moderna,1814.0,Iceland
2021-02-11,Moderna,1990.0,Iceland
2021-02-12,Moderna,2198.0,Iceland
2021-02-13,Moderna,2198.0,Iceland
2021-02-14,Moderna,2198.0,Iceland
2021-02-15,Moderna,2385.0,Iceland
2021-02-16,Moderna,2584.0,Iceland
2021-02-17,Moderna,3233.0,Iceland
2021-02-18,Moderna,3574.0,Iceland
2021-02-19,Moderna,3904.0,Iceland
2021-02-20,Moderna,3904.0,Iceland
2021-02-21,Moderna,3904.0,Iceland
2021-02-22,Moderna,3904.0,Iceland
2021-02-23,Moderna,3904.0,Iceland
2021-02-24,Moderna,3904.0,Iceland
2021-02-25,Moderna,3904.0,Iceland
2021-02-26,Moderna,3904.0,Iceland
2021-02-27,Moderna,3904.0,Iceland
2021-02-28,Moderna,3904.0,Iceland
2021-03-01,Moderna,3904.0,Iceland
2021-03-02,Moderna,3905.0,Iceland
2021-03-03,Moderna,3905.0,Iceland
2021-03-04,Moderna,3906.0,Iceland
2021-03-05,Moderna,3906.0,Iceland
2021-03-06,Moderna,3906.0,Iceland
2021-03-07,Moderna,3906.0,Iceland
2021-03-08,Moderna,3906.0,Iceland
2021-03-09,Moderna,3907.0,Iceland
2021-03-10,Moderna,3907.0,Iceland
2021-03-11,Moderna,3907.0,Iceland
2021-03-12,Moderna,3907.0,Iceland
2021-03-13,Moderna,3907.0,Iceland
2021-03-14,Moderna,3907.0,Iceland
2021-03-15,Moderna,3907.0,Iceland
2021-03-16,Moderna,3907.0,Iceland
2021-03-17,Moderna,4344.0,Iceland
2021-03-18,Moderna,4624.0,Iceland
2021-03-19,Moderna,4849.0,Iceland
2021-03-20,Moderna,4849.0,Iceland
2021-03-21,Moderna,4849.0,Iceland
2021-03-22,Moderna,5076.0,Iceland
2021-03-23,Moderna,5289.0,Iceland
2021-03-24,Moderna,6716.0,Iceland
2021-03-25,Moderna,6716.0,Iceland
2021-03-26,Moderna,6717.0,Iceland
2021-03-27,Moderna,6717.0,Iceland
2021-03-28,Moderna,6717.0,Iceland
2021-03-29,Moderna,6717.0,Iceland
2021-03-30,Moderna,6717.0,Iceland
2021-03-31,Moderna,6717.0,Iceland
2021-04-01,Moderna,6717.0,Iceland
2021-04-02,Moderna,6717.0,Iceland
2021-04-03,Moderna,6717.0,Iceland
2021-04-04,Moderna,6717.0,Iceland
2021-04-05,Moderna,6717.0,Iceland
2021-04-06,Moderna,6717.0,Iceland
2021-04-07,Moderna,6717.0,Iceland
2021-04-08,Moderna,6717.0,Iceland
2021-04-09,Moderna,8155.0,Iceland
2021-04-10,Moderna,8155.0,Iceland
2021-04-11,Moderna,8155.0,Iceland
2021-04-12,Moderna,8155.0,Iceland
2021-04-13,Moderna,8155.0,Iceland
2021-04-14,Moderna,8155.0,Iceland
2021-04-15,Moderna,8155.0,Iceland
2021-04-16,Moderna,8155.0,Iceland
2021-04-17,Moderna,8155.0,Iceland
2021-04-18,Moderna,8155.0,Iceland
2021-04-19,Moderna,8155.0,Iceland
2021-04-20,Moderna,8166.0,Iceland
2021-04-21,Moderna,12468.0,Iceland
2021-04-22,Moderna,12468.0,Iceland
2021-04-23,Moderna,12468.0,Iceland
2021-04-24,Moderna,12468.0,Iceland
2021-04-25,Moderna,12468.0,Iceland
2021-04-26,Moderna,12468.0,Iceland
2021-04-27,Moderna,12468.0,Iceland
2021-04-28,Moderna,12468.0,Iceland
2021-04-29,Moderna,12468.0,Iceland
2021-04-30,Moderna,12469.0,Iceland
2021-05-01,Moderna,12469.0,Iceland
2021-05-02,Moderna,12469.0,Iceland
2021-05-03,Moderna,12469.0,Iceland
2021-05-04,Moderna,12469.0,Iceland
2021-05-05,Moderna,12469.0,Iceland
2021-05-06,Moderna,12469.0,Iceland
2021-05-07,Moderna,15346.0,Iceland
2021-05-08,Moderna,15346.0,Iceland
2021-05-09,Moderna,15346.0,Iceland
2021-05-10,Moderna,15346.0,Iceland
2021-05-11,Moderna,15346.0,Iceland
2021-05-12,Moderna,15346.0,Iceland
2021-05-13,Moderna,15346.0,Iceland
2021-05-14,Moderna,15346.0,Iceland
2021-05-15,Moderna,15346.0,Iceland
2021-05-16,Moderna,15346.0,Iceland
2021-05-17,Moderna,22534.0,Iceland
2021-05-18,Moderna,22534.0,Iceland
2021-05-19,Moderna,22534.0,Iceland
2021-05-20,Moderna,22534.0,Iceland
2021-05-21,Moderna,22546.0,Iceland
2021-05-22,Moderna,22546.0,Iceland
2021-05-23,Moderna,22546.0,Iceland
2021-05-24,Moderna,22546.0,Iceland
2020-12-29,Oxford/AstraZeneca,0.0,Iceland
2020-12-30,Oxford/AstraZeneca,0.0,Iceland
2020-12-31,Oxford/AstraZeneca,0.0,Iceland
2021-01-01,Oxford/AstraZeneca,0.0,Iceland
2021-01-02,Oxford/AstraZeneca,0.0,Iceland
2021-01-03,Oxford/AstraZeneca,0.0,Iceland
2021-01-04,Oxford/AstraZeneca,0.0,Iceland
2021-01-05,Oxford/AstraZeneca,0.0,Iceland
2021-01-06,Oxford/AstraZeneca,0.0,Iceland
2021-01-07,Oxford/AstraZeneca,0.0,Iceland
2021-01-08,Oxford/AstraZeneca,0.0,Iceland
2021-01-09,Oxford/AstraZeneca,0.0,Iceland
2021-01-10,Oxford/AstraZeneca,0.0,Iceland
2021-01-11,Oxford/AstraZeneca,0.0,Iceland
2021-01-12,Oxford/AstraZeneca,0.0,Iceland
2021-01-13,Oxford/AstraZeneca,0.0,Iceland
2021-01-14,Oxford/AstraZeneca,0.0,Iceland
2021-01-15,Oxford/AstraZeneca,0.0,Iceland
2021-01-16,Oxford/AstraZeneca,0.0,Iceland
2021-01-17,Oxford/AstraZeneca,0.0,Iceland
2021-01-18,Oxford/AstraZeneca,0.0,Iceland
2021-01-19,Oxford/AstraZeneca,0.0,Iceland
2021-01-20,Oxford/AstraZeneca,0.0,Iceland
2021-01-21,Oxford/AstraZeneca,1.0,Iceland
2021-01-22,Oxford/AstraZeneca,1.0,Iceland
2021-01-23,Oxford/AstraZeneca,1.0,Iceland
2021-01-24,Oxford/AstraZeneca,1.0,Iceland
2021-01-25,Oxford/AstraZeneca,2.0,Iceland
2021-01-26,Oxford/AstraZeneca,2.0,Iceland
2021-01-27,Oxford/AstraZeneca,2.0,Iceland
2021-01-28,Oxford/AstraZeneca,2.0,Iceland
2021-01-29,Oxford/AstraZeneca,2.0,Iceland
2021-01-30,Oxford/AstraZeneca,2.0,Iceland
2021-01-31,Oxford/AstraZeneca,2.0,Iceland
2021-02-01,Oxford/AstraZeneca,2.0,Iceland
2021-02-02,Oxford/AstraZeneca,2.0,Iceland
2021-02-03,Oxford/AstraZeneca,2.0,Iceland
2021-02-04,Oxford/AstraZeneca,2.0,Iceland
2021-02-05,Oxford/AstraZeneca,2.0,Iceland
2021-02-06,Oxford/AstraZeneca,2.0,Iceland
2021-02-07,Oxford/AstraZeneca,2.0,Iceland
2021-02-08,Oxford/AstraZeneca,2.0,Iceland
2021-02-09,Oxford/AstraZeneca,2.0,Iceland
2021-02-10,Oxford/AstraZeneca,2.0,Iceland
2021-02-11,Oxford/AstraZeneca,1210.0,Iceland
2021-02-12,Oxford/AstraZeneca,1210.0,Iceland
2021-02-13,Oxford/AstraZeneca,1210.0,Iceland
2021-02-14,Oxford/AstraZeneca,1210.0,Iceland
2021-02-15,Oxford/AstraZeneca,1210.0,Iceland
2021-02-16,Oxford/AstraZeneca,1254.0,Iceland
2021-02-17,Oxford/AstraZeneca,1517.0,Iceland
2021-02-18,Oxford/AstraZeneca,1596.0,Iceland
2021-02-19,Oxford/AstraZeneca,2720.0,Iceland
2021-02-20,Oxford/AstraZeneca,2720.0,Iceland
2021-02-21,Oxford/AstraZeneca,2720.0,Iceland
2021-02-22,Oxford/AstraZeneca,2837.0,Iceland
2021-02-23,Oxford/AstraZeneca,3157.0,Iceland
2021-02-24,Oxford/AstraZeneca,3728.0,Iceland
2021-02-25,Oxford/AstraZeneca,3938.0,Iceland
2021-02-26,Oxford/AstraZeneca,5164.0,Iceland
2021-02-27,Oxford/AstraZeneca,5167.0,Iceland
2021-02-28,Oxford/AstraZeneca,5167.0,Iceland
2021-03-01,Oxford/AstraZeneca,5263.0,Iceland
2021-03-02,Oxford/AstraZeneca,5396.0,Iceland
2021-03-03,Oxford/AstraZeneca,5509.0,Iceland
2021-03-04,Oxford/AstraZeneca,5875.0,Iceland
2021-03-05,Oxford/AstraZeneca,8167.0,Iceland
2021-03-06,Oxford/AstraZeneca,8167.0,Iceland
2021-03-07,Oxford/AstraZeneca,8167.0,Iceland
2021-03-08,Oxford/AstraZeneca,8170.0,Iceland
2021-03-09,Oxford/AstraZeneca,8310.0,Iceland
2021-03-10,Oxford/AstraZeneca,8915.0,Iceland
2021-03-11,Oxford/AstraZeneca,9300.0,Iceland
2021-03-12,Oxford/AstraZeneca,9300.0,Iceland
2021-03-13,Oxford/AstraZeneca,9301.0,Iceland
2021-03-14,Oxford/AstraZeneca,9301.0,Iceland
2021-03-15,Oxford/AstraZeneca,9302.0,Iceland
2021-03-16,Oxford/AstraZeneca,9302.0,Iceland
2021-03-17,Oxford/AstraZeneca,9302.0,Iceland
2021-03-18,Oxford/AstraZeneca,9302.0,Iceland
2021-03-19,Oxford/AstraZeneca,9302.0,Iceland
2021-03-20,Oxford/AstraZeneca,9303.0,Iceland
2021-03-21,Oxford/AstraZeneca,9303.0,Iceland
2021-03-22,Oxford/AstraZeneca,9303.0,Iceland
2021-03-23,Oxford/AstraZeneca,9312.0,Iceland
2021-03-24,Oxford/AstraZeneca,9312.0,Iceland
2021-03-25,Oxford/AstraZeneca,9345.0,Iceland
2021-03-26,Oxford/AstraZeneca,13988.0,Iceland
2021-03-27,Oxford/AstraZeneca,13988.0,Iceland
2021-03-28,Oxford/AstraZeneca,13988.0,Iceland
2021-03-29,Oxford/AstraZeneca,15000.0,Iceland
2021-03-30,Oxford/AstraZeneca,16461.0,Iceland
2021-03-31,Oxford/AstraZeneca,17256.0,Iceland
2021-04-01,Oxford/AstraZeneca,17256.0,Iceland
2021-04-02,Oxford/AstraZeneca,17256.0,Iceland
2021-04-03,Oxford/AstraZeneca,17257.0,Iceland
2021-04-04,Oxford/AstraZeneca,17257.0,Iceland
2021-04-05,Oxford/AstraZeneca,17257.0,Iceland
2021-04-06,Oxford/AstraZeneca,17258.0,Iceland
2021-04-07,Oxford/AstraZeneca,18082.0,Iceland
2021-04-08,Oxford/AstraZeneca,22385.0,Iceland
2021-04-09,Oxford/AstraZeneca,22755.0,Iceland
2021-04-10,Oxford/AstraZeneca,23268.0,Iceland
2021-04-11,Oxford/AstraZeneca,23268.0,Iceland
2021-04-12,Oxford/AstraZeneca,23290.0,Iceland
2021-04-13,Oxford/AstraZeneca,23310.0,Iceland
2021-04-14,Oxford/AstraZeneca,23843.0,Iceland
2021-04-15,Oxford/AstraZeneca,23958.0,Iceland
2021-04-16,Oxford/AstraZeneca,23960.0,Iceland
2021-04-17,Oxford/AstraZeneca,23960.0,Iceland
2021-04-18,Oxford/AstraZeneca,23960.0,Iceland
2021-04-19,Oxford/AstraZeneca,23960.0,Iceland
2021-04-20,Oxford/AstraZeneca,23960.0,Iceland
2021-04-21,Oxford/AstraZeneca,24019.0,Iceland
2021-04-22,Oxford/AstraZeneca,24019.0,Iceland
2021-04-23,Oxford/AstraZeneca,24020.0,Iceland
2021-04-24,Oxford/AstraZeneca,24020.0,Iceland
2021-04-25,Oxford/AstraZeneca,24020.0,Iceland
2021-04-26,Oxford/AstraZeneca,24020.0,Iceland
2021-04-27,Oxford/AstraZeneca,24306.0,Iceland
2021-04-28,Oxford/AstraZeneca,33970.0,Iceland
2021-04-29,Oxford/AstraZeneca,44554.0,Iceland
2021-04-30,Oxford/AstraZeneca,45039.0,Iceland
2021-05-01,Oxford/AstraZeneca,45040.0,Iceland
2021-05-02,Oxford/AstraZeneca,45040.0,Iceland
2021-05-03,Oxford/AstraZeneca,45040.0,Iceland
2021-05-04,Oxford/AstraZeneca,45123.0,Iceland
2021-05-05,Oxford/AstraZeneca,45631.0,Iceland
2021-05-06,Oxford/AstraZeneca,59659.0,Iceland
2021-05-07,Oxford/AstraZeneca,59881.0,Iceland
2021-05-08,Oxford/AstraZeneca,59881.0,Iceland
2021-05-09,Oxford/AstraZeneca,59881.0,Iceland
2021-05-10,Oxford/AstraZeneca,60030.0,Iceland
2021-05-11,Oxford/AstraZeneca,60060.0,Iceland
2021-05-12,Oxford/AstraZeneca,61367.0,Iceland
2021-05-13,Oxford/AstraZeneca,62349.0,Iceland
2021-05-14,Oxford/AstraZeneca,62372.0,Iceland
2021-05-15,Oxford/AstraZeneca,62372.0,Iceland
2021-05-16,Oxford/AstraZeneca,62372.0,Iceland
2021-05-17,Oxford/AstraZeneca,62456.0,Iceland
2021-05-18,Oxford/AstraZeneca,62741.0,Iceland
2021-05-19,Oxford/AstraZeneca,63559.0,Iceland
2021-05-20,Oxford/AstraZeneca,64470.0,Iceland
2021-05-21,Oxford/AstraZeneca,64522.0,Iceland
2021-05-22,Oxford/AstraZeneca,64522.0,Iceland
2021-05-23,Oxford/AstraZeneca,64522.0,Iceland
2021-05-24,Oxford/AstraZeneca,64522.0,Iceland
2020-12-29,Johnson&Johnson,0.0,Iceland
2020-12-30,Johnson&Johnson,0.0,Iceland
2020-12-31,Johnson&Johnson,0.0,Iceland
2021-01-01,Johnson&Johnson,0.0,Iceland
2021-01-02,Johnson&Johnson,0.0,Iceland
2021-01-03,Johnson&Johnson,0.0,Iceland
2021-01-04,Johnson&Johnson,0.0,Iceland
2021-01-05,Johnson&Johnson,0.0,Iceland
2021-01-06,Johnson&Johnson,0.0,Iceland
2021-01-07,Johnson&Johnson,0.0,Iceland
2021-01-08,Johnson&Johnson,0.0,Iceland
2021-01-09,Johnson&Johnson,0.0,Iceland
2021-01-10,Johnson&Johnson,0.0,Iceland
2021-01-11,Johnson&Johnson,0.0,Iceland
2021-01-12,Johnson&Johnson,0.0,Iceland
2021-01-13,Johnson&Johnson,0.0,Iceland
2021-01-14,Johnson&Johnson,0.0,Iceland
2021-01-15,Johnson&Johnson,0.0,Iceland
2021-01-16,Johnson&Johnson,0.0,Iceland
2021-01-17,Johnson&Johnson,0.0,Iceland
2021-01-18,Johnson&Johnson,0.0,Iceland
2021-01-19,Johnson&Johnson,0.0,Iceland
2021-01-20,Johnson&Johnson,0.0,Iceland
2021-01-21,Johnson&Johnson,0.0,Iceland
2021-01-22,Johnson&Johnson,0.0,Iceland
2021-01-23,Johnson&Johnson,0.0,Iceland
2021-01-24,Johnson&Johnson,0.0,Iceland
2021-01-25,Johnson&Johnson,0.0,Iceland
2021-01-26,Johnson&Johnson,0.0,Iceland
2021-01-27,Johnson&Johnson,0.0,Iceland
2021-01-28,Johnson&Johnson,0.0,Iceland
2021-01-29,Johnson&Johnson,0.0,Iceland
2021-01-30,Johnson&Johnson,0.0,Iceland
2021-01-31,Johnson&Johnson,0.0,Iceland
2021-02-01,Johnson&Johnson,0.0,Iceland
2021-02-02,Johnson&Johnson,0.0,Iceland
2021-02-03,Johnson&Johnson,0.0,Iceland
2021-02-04,Johnson&Johnson,0.0,Iceland
2021-02-05,Johnson&Johnson,0.0,Iceland
2021-02-06,Johnson&Johnson,0.0,Iceland
2021-02-07,Johnson&Johnson,0.0,Iceland
2021-02-08,Johnson&Johnson,0.0,Iceland
2021-02-09,Johnson&Johnson,0.0,Iceland
2021-02-10,Johnson&Johnson,0.0,Iceland
2021-02-11,Johnson&Johnson,0.0,Iceland
2021-02-12,Johnson&Johnson,0.0,Iceland
2021-02-13,Johnson&Johnson,0.0,Iceland
2021-02-14,Johnson&Johnson,0.0,Iceland
2021-02-15,Johnson&Johnson,0.0,Iceland
2021-02-16,Johnson&Johnson,0.0,Iceland
2021-02-17,Johnson&Johnson,0.0,Iceland
2021-02-18,Johnson&Johnson,0.0,Iceland
2021-02-19,Johnson&Johnson,0.0,Iceland
2021-02-20,Johnson&Johnson,0.0,Iceland
2021-02-21,Johnson&Johnson,0.0,Iceland
2021-02-22,Johnson&Johnson,0.0,Iceland
2021-02-23,Johnson&Johnson,0.0,Iceland
2021-02-24,Johnson&Johnson,0.0,Iceland
2021-02-25,Johnson&Johnson,0.0,Iceland
2021-02-26,Johnson&Johnson,0.0,Iceland
2021-02-27,Johnson&Johnson,0.0,Iceland
2021-02-28,Johnson&Johnson,0.0,Iceland
2021-03-01,Johnson&Johnson,0.0,Iceland
2021-03-02,Johnson&Johnson,0.0,Iceland
2021-03-03,Johnson&Johnson,0.0,Iceland
2021-03-04,Johnson&Johnson,0.0,Iceland
2021-03-05,Johnson&Johnson,0.0,Iceland
2021-03-06,Johnson&Johnson,0.0,Iceland
2021-03-07,Johnson&Johnson,0.0,Iceland
2021-03-08,Johnson&Johnson,0.0,Iceland
2021-03-09,Johnson&Johnson,0.0,Iceland
2021-03-10,Johnson&Johnson,0.0,Iceland
2021-03-11,Johnson&Johnson,0.0,Iceland
2021-03-12,Johnson&Johnson,0.0,Iceland
2021-03-13,Johnson&Johnson,0.0,Iceland
2021-03-14,Johnson&Johnson,0.0,Iceland
2021-03-15,Johnson&Johnson,0.0,Iceland
2021-03-16,Johnson&Johnson,0.0,Iceland
2021-03-17,Johnson&Johnson,0.0,Iceland
2021-03-18,Johnson&Johnson,0.0,Iceland
2021-03-19,Johnson&Johnson,0.0,Iceland
